Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Remarks
,dnstwist_dns_active,http://dsnl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://bsrl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://bsl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.947368;source_file=dnstwist
,dnstwist_dns_active,http://snl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.947368;source_file=dnstwist
,dnstwist_dns_active,http://bnl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.947368;source_file=dnstwist
,dnstwist_dns_active,http://vsnl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://bsbl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://banl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://b.snl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.947368;source_file=dnstwist
,dnstwist_dns_active,http://sbnl.co.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://bsnl.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://bsnlco.in,bsnl.co.in,Bharat Sanchar Nigam Limited (BSNL),Unlabeled,03-05-2026,,cse_match_score=0.947368;source_file=dnstwist
,dnstwist_dns_active,http://axismaxlifes.com,axismaxlife.com,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=0.967742;source_file=dnstwist
,dnstwist_dns_active,http://xn--axsmaxlife-97a.com,axismaxlife.com,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=0.769231;source_file=dnstwist
,dnstwist_dns_active,http://axisrnaxlife.com,axismaxlife.com,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=0.903226;source_file=dnstwist
,dnstwist_dns_active,http://axis-maxlife.com,axismaxlife.com,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://axismaxife.com,axismaxlife.com,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://axism.axlife.com,axis.bank.in,Axis Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.banke.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.banki.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bankd.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.banka.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bani.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.fank.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bink.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.rank.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bamk.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.1bank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.ibank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.dark.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.dank.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.lbank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.nank.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bank-in.com,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://canarabank.bonk.in,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://bsgindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://jseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bsuindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bceindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://rseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://cseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bsaindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bsmindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://breindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bweindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://fseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bscindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://dseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bseindla.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://xn--bsendia-1ya.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://xn--bsendia-tfb.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://bseindiia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://dscindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.833333;source_file=dnstwist
,dnstwist_dns_active,http://bse-india.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://baseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://nbseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://bsesindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://bsindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://seindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://beindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://vseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bssindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bsrindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://beeindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://gseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://hseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://nseindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bzeindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://b.seindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://bs.eindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.909091;source_file=dnstwist
,dnstwist_dns_active,http://bseind.ia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://bseinida.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://besindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://bsiindia.com,bseindia.com,BSE Ltd.,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://caisonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://caesonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://ccmsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cimsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://gamsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://samsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://kamsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://bamsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://camconline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cemsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://caosonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://carrsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.896552;source_file=dnstwist
,dnstwist_dns_active,http://eamsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cansonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://earnsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.827586;source_file=dnstwist
,dnstwist_dns_active,http://camsonilne.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://carsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://camasonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://campsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://camonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://amsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://cmsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://casonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://camyonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://csmsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://camaonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://capsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://famsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cameonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cam.sonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.880000;source_file=dnstwist
,dnstwist_dns_active,http://camso.nline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://c.amsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://comsonline.com,camsonline.com,Computer Age Management Services Ltd. (CAMS),Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cloud.in,cloud.gov.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nict.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nice.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nici.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nib.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nia.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nmc.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nyc.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nle.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nif.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nix.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nci.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://coalindiatenders.nicin.in,accounts.mgovcloud.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://kanarabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://canaribank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://xn--canaraank-v2d.com,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://camarabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://cannarabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://canara-bank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://canarasbank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://canarbank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://canrabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://canaabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://canarabak.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.962963;source_file=dnstwist
,dnstwist_dns_active,http://canarrabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://canaraabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.965517;source_file=dnstwist
,dnstwist_dns_active,http://canadabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://canarybank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.928571;source_file=dnstwist
,dnstwist_dns_active,http://ca.narabank.com,canarabank.com,Canara Bank,Unlabeled,03-05-2026,,cse_match_score=0.923077;source_file=dnstwist
,dnstwist_dns_active,http://cana.rabank.com,ana.crsorgi.gov.in,ana crs,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://goalindia.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://calindia.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://coalin.dia.in,coalindia.in,Coal India,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://cci.gov.in,eci.gov.in,Election Commision of India (ECI),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://sci.gov.in,eci.gov.in,Election Commision of India (ECI),Unlabeled,03-05-2026,,cse_match_score=0.900000;source_file=dnstwist
,dnstwist_dns_active,http://eci.in,eci.gov.in,Election Commision of India (ECI),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.banke.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.banki.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bankd.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.banka.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bani.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.fank.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bink.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.rank.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bamk.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.1bank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.ibank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.dark.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.dank.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.lbank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.nank.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfcbank.in,netbanking.hdfcbank.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bank-in.com,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc.bonk.in,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfcd.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfcq.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfcm.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfcs.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfca.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfco.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfc1.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfcc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfcb.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfci.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hddc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfk.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hefc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ldfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
