Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Remarks
,dnstwist_dns_active,http://xdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfs.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfg.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdnc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hlfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdgc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfb.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdvc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hffc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfa.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://htfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdbc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hcifc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.823529;source_file=dnstwist
,dnstwist_dns_active,http://lhdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ihdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hbfe.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://hdfe.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://helfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.823529;source_file=dnstwist
,dnstwist_dns_active,http://hdifc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hbfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdlfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdf-c.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://hxdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hsdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hzdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdxfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdftc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://zhdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdfgc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://uhdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://nhdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hndfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hudfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdcfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdffc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://dfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hdf.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://hhdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://hdff.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfx.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ydfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hcfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfd.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdfv.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ndfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://udfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hsfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://bdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdtc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdrc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hxfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hrfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdcc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://gdfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hfdc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://dhfc.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hdcf.com,hdfc.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://icici.banke.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.banki.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.bankd.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.banka.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.bani.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.fank.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.bink.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.rank.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.bamk.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.1bank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.ibank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.dark.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.dank.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.lbank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://icici.nank.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.bank-in.com,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://icici.bonk.in,icici.bank.in,ICICI Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://hdfclifes.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://idfclife.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://hdfcilfe.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://hdfc-life.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://hfclife.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://hdclife.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://hdflife.com,hdfclife.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.956522;source_file=dnstwist
,dnstwist_dns_active,http://hdfcfundd.com,hdfcfund.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://hdfcfunds.com,hdfcfund.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.960000;source_file=dnstwist
,dnstwist_dns_active,http://hdfc-fund.com,hdfcfund.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://ndfcfund.com,hdfcfund.com,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.916667;source_file=dnstwist
,dnstwist_dns_active,http://hdf.cfund.com,hdfc.bank.in,HDFC Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.banke.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.banki.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bankd.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.banka.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bani.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.fank.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bink.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.rank.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bamk.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.1bank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.ibank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.dark.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.dank.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.lbank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.nank.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirstbank.in,idfcfirstbank.com,,Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bank-in.com,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://idfcfirst.bonk.in,idfcfirst.bank.in,IDFC FIRST Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://iirs.in,iirs.gov.in,Indian Space Research Organisation (ISRO),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.banke.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.banki.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bankd.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.banka.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bani.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.fank.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bink.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.rank.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bamk.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.1bank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.ibank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.dark.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.dank.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.lbank.in,airtelpayments.bank.in,Airtel,Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://indusind.nank.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bank-in.com,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://indusind.bonk.in,indusind.bank.in,IndusInd Bank,Unlabeled,03-05-2026,,cse_match_score=0.860000;source_file=dnstwist
,dnstwist_dns_active,http://iocll.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ioclp.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://iocls.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ioclo.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ioclk.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://iocn.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iokl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://yocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iocm.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://incl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ioch.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ioal.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://hocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ikcl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iogl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iosl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://kocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://mocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://igcl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iobl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iocd.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://aocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://imcl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iob.com,jio.com,Jio,Unlabeled,03-05-2026,,cse_match_score=0.857143;source_file=dnstwist
,dnstwist_dns_active,http://10cl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iod.com,jio.com,Jio,Unlabeled,03-05-2026,,cse_match_score=0.857143;source_file=dnstwist
,dnstwist_dns_active,http://ioc1.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://loc1.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://1oci.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://i0d.com,jio.com,Jio,Unlabeled,03-05-2026,,cse_match_score=0.857143;source_file=dnstwist
,dnstwist_dns_active,http://lod.com,cloud.gov.in,National Informatics Centre (NIC),Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://locl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iodl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ioei.com,jio.com,Jio,Unlabeled,03-05-2026,,cse_match_score=0.800000;source_file=dnstwist
,dnstwist_dns_active,http://loel.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://loci.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://1oc1.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://ioel.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://1oel.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.750000;source_file=dnstwist
,dnstwist_dns_active,http://ioci.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://io-cl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=1.000000;source_file=dnstwist
,dnstwist_dns_active,http://iofcl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://iodcl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://kiocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ioicl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ilocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.941176;source_file=dnstwist
,dnstwist_dns_active,http://ocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://iol.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://ioc.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.933333;source_file=dnstwist
,dnstwist_dns_active,http://ioxl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iocp.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iock.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://oocl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
,dnstwist_dns_active,http://iovl.com,iocl.com,Indian Oil Corporation Limited (IOCL),Unlabeled,03-05-2026,,cse_match_score=0.875000;source_file=dnstwist
